sheet,invoice,amount_minor,lines,date,customer,country
Year 2010-2011,560830,0,1,2011-07-21 12:03:00,,United Kingdom
Year 2010-2011,560831,0,1,2011-07-21 12:04:00,,United Kingdom
Year 2010-2011,560833,20566,37,2011-07-21 12:14:00,16891,United Kingdom
Year 2010-2011,560834,48440,11,2011-07-21 12:15:00,16523,United Kingdom
Year 2010-2011,560839,12154,12,2011-07-21 12:23:00,14527,United Kingdom
Year 2010-2011,560841,256955,99,2011-07-21 12:25:00,14298,United Kingdom
Year 2010-2011,560843,9900,1,2011-07-21 12:27:00,14298,United Kingdom
Year 2010-2011,560844,7488,2,2011-07-21 12:28:00,14298,United Kingdom
Year 2010-2011,560845,30126,21,2011-07-21 12:29:00,15570,United Kingdom
Year 2010-2011,560853,46070,34,2011-07-21 12:33:00,15311,United Kingdom
Year 2010-2011,560854,47310,16,2011-07-21 12:46:00,13098,United Kingdom
Year 2010-2011,560856,42170,27,2011-07-21 13:06:00,16607,United Kingdom
Year 2010-2011,560857,0,1,2011-07-21 13:21:00,,United Kingdom
Year 2010-2011,560858,29580,2,2011-07-21 13:25:00,14403,United Kingdom
Year 2010-2011,560859,8730,8,2011-07-21 13:28:00,13668,United Kingdom
Year 2010-2011,560861,19600,45,2011-07-21 13:37:00,17660,United Kingdom
Year 2010-2011,560862,28783,44,2011-07-21 13:48:00,14085,United Kingdom
Year 2010-2011,560863,12783,34,2011-07-21 13:53:00,12748,United Kingdom
Year 2010-2011,560864,47536,24,2011-07-21 13:54:00,14407,United Kingdom
Year 2010-2011,560865,3180,1,2011-07-21 14:00:00,,United Kingdom
Year 2010-2011,560867,0,1,2011-07-21 14:10:00,,United Kingdom
Year 2010-2011,560868,8292,23,2011-07-21 14:14:00,14866,United Kingdom
Year 2010-2011,560870,37526,18,2011-07-21 14:34:00,13157,United Kingdom
Year 2010-2011,560871,2080,1,2011-07-21 14:40:00,14745,United Kingdom
Year 2010-2011,560872,33803,19,2011-07-21 14:41:00,14745,United Kingdom
Year 2010-2011,560873,56307,7,2011-07-21 14:52:00,13881,United Kingdom
Year 2010-2011,560875,60646,29,2011-07-21 15:12:00,13562,United Kingdom
Year 2010-2011,560876,115906,36,2011-07-21 15:14:00,12626,Germany
Year 2010-2011,560878,20118,40,2011-07-21 15:16:00,14410,United Kingdom
Year 2010-2011,560879,6402,5,2011-07-21 15:23:00,16654,United Kingdom
Year 2010-2011,560881,5630,9,2011-07-21 15:45:00,17965,United Kingdom
Year 2010-2011,560882,31259,19,2011-07-21 15:47:00,17213,United Kingdom
Year 2010-2011,560883,45271,13,2011-07-21 16:10:00,13694,United Kingdom
Year 2010-2011,560884,89000,7,2011-07-21 16:12:00,13694,United Kingdom
Year 2010-2011,560885,18926,13,2011-07-21 16:20:00,16188,United Kingdom
Year 2010-2011,560886,67500,1,2011-07-21 16:27:00,16041,United Kingdom
Year 2010-2011,560887,206480,4,2011-07-21 16:28:00,16041,United Kingdom
Year 2010-2011,560888,35246,16,2011-07-21 16:33:00,15380,United Kingdom
Year 2010-2011,560889,0,1,2011-07-21 16:42:00,,United Kingdom
Year 2010-2011,560890,0,1,2011-07-21 16:43:00,,United Kingdom
Year 2010-2011,560891,25438,19,2011-07-21 17:02:00,15106,United Kingdom
Year 2010-2011,560892,87736,35,2011-07-21 17:08:00,13089,United Kingdom
Year 2010-2011,560893,31034,18,2011-07-21 17:08:00,13804,United Kingdom
Year 2010-2011,560894,75175,19,2011-07-21 17:09:00,14911,EIRE
Year 2010-2011,560895,102192,41,2011-07-21 17:12:00,13089,United Kingdom
Year 2010-2011,560896,30103,19,2011-07-21 17:26:00,15623,United Kingdom
Year 2010-2011,560897,13920,2,2011-07-21 17:26:00,12971,United Kingdom
Year 2010-2011,560900,379,3,2011-07-21 17:33:00,,United Kingdom
Year 2010-2011,560901,74657,32,2011-07-21 17:39:00,12476,Germany
Year 2010-2011,560906,17380,10,2011-07-21 17:55:00,15827,United Kingdom
Year 2010-2011,560908,8624,5,2011-07-21 17:56:00,15827,United Kingdom
Year 2010-2011,560911,4110,9,2011-07-21 18:00:00,17961,United Kingdom
Year 2010-2011,560913,425,1,2011-07-21 18:07:00,17961,United Kingdom
Year 2010-2011,560914,31093,16,2011-07-21 18:08:00,17175,United Kingdom
Year 2010-2011,560915,30860,16,2011-07-21 18:19:00,13313,United Kingdom
Year 2010-2011,560916,32564,10,2011-07-21 18:19:00,14911,EIRE
Year 2010-2011,560917,83385,1,2011-07-21 18:21:00,17949,United Kingdom
Year 2010-2011,560918,81389,42,2011-07-21 18:27:00,14849,United Kingdom
Year 2010-2011,560919,43000,1,2011-07-21 18:31:00,15971,United Kingdom
Year 2010-2011,560920,38552,17,2011-07-21 18:36:00,15370,United Kingdom
Year 2010-2011,560921,32267,22,2011-07-21 19:17:00,16224,United Kingdom
Year 2010-2011,560922,26090,12,2011-07-21 19:34:00,14911,EIRE
Year 2010-2011,560923,0,1,2011-07-22 08:54:00,,United Kingdom
Year 2010-2011,560924,64792,4,2011-07-22 09:01:00,15061,United Kingdom
Year 2010-2011,560925,166520,10,2011-07-22 09:02:00,15061,United Kingdom
Year 2010-2011,560926,381499,438,2011-07-22 09:20:00,,United Kingdom
Year 2010-2011,560927,57293,21,2011-07-22 09:55:00,13078,United Kingdom
Year 2010-2011,560928,42596,21,2011-07-22 10:00:00,14852,United Kingdom
Year 2010-2011,560929,5379,5,2011-07-22 10:06:00,16866,United Kingdom
Year 2010-2011,560930,32544,26,2011-07-22 10:23:00,15829,United Kingdom
Year 2010-2011,560931,17505,6,2011-07-22 10:25:00,16365,United Kingdom
Year 2010-2011,560934,37428,14,2011-07-22 10:48:00,16722,United Kingdom
Year 2010-2011,560937,21856,68,2011-07-22 10:52:00,17920,United Kingdom
Year 2010-2011,560938,158436,58,2011-07-22 11:16:00,,United Kingdom
Year 2010-2011,560939,0,1,2011-07-22 11:20:00,,United Kingdom
Year 2010-2011,560940,0,1,2011-07-22 11:20:00,,United Kingdom
Year 2010-2011,560941,0,1,2011-07-22 11:21:00,,United Kingdom
Year 2010-2011,560942,16492,32,2011-07-22 11:31:00,15005,United Kingdom
Year 2010-2011,560972,43850,15,2011-07-22 11:44:00,14209,United Kingdom
Year 2010-2011,560974,50825,26,2011-07-22 11:55:00,14426,United Kingdom
Year 2010-2011,560975,16740,8,2011-07-22 11:56:00,14426,United Kingdom
Year 2010-2011,560976,8370,6,2011-07-22 12:08:00,18146,United Kingdom
Year 2010-2011,560977,42240,14,2011-07-22 12:09:00,16839,United Kingdom
Year 2010-2011,560978,48062,21,2011-07-22 12:20:00,15815,United Kingdom
Year 2010-2011,560979,31036,18,2011-07-22 12:21:00,15232,United Kingdom
Year 2010-2011,560980,31880,3,2011-07-22 12:41:00,16107,United Kingdom
Year 2010-2011,560986,0,1,2011-07-22 13:03:00,,United Kingdom
Year 2010-2011,560988,35600,5,2011-07-22 13:17:00,15854,United Kingdom
Year 2010-2011,560989,74814,41,2011-07-22 13:20:00,15704,United Kingdom
Year 2010-2011,560991,89007,49,2011-07-22 13:29:00,12438,Norway
Year 2010-2011,560992,22494,9,2011-07-22 13:31:00,18161,United Kingdom
Year 2010-2011,560993,2010,6,2011-07-22 13:32:00,,United Kingdom
Year 2010-2011,560994,3816,2,2011-07-22 13:35:00,15704,United Kingdom
Year 2010-2011,560995,584,3,2011-07-22 13:48:00,,United Kingdom
Year 2010-2011,560996,68510,101,2011-07-22 13:53:00,17625,United Kingdom
Year 2010-2011,560997,76802,40,2011-07-22 13:59:00,12627,Germany
Year 2010-2011,560998,21462,14,2011-07-22 14:07:00,14243,United Kingdom
Year 2010-2011,560999,6250,23,2011-07-22 14:13:00,,United Kingdom
Year 2010-2011,561000,330,1,2011-07-22 14:16:00,,United Kingdom
Year 2010-2011,561001,31107,7,2011-07-22 14:23:00,16711,United Kingdom
Year 2010-2011,561002,32544,1,2011-07-22 14:39:00,13750,United Kingdom
Year 2010-2011,561003,2380,1,2011-07-22 14:41:00,13079,United Kingdom
Year 2010-2011,561004,30487,8,2011-07-22 14:47:00,15189,United Kingdom
Year 2010-2011,561005,13444,21,2011-07-22 14:53:00,17961,United Kingdom
Year 2010-2011,561006,46990,26,2011-07-22 15:02:00,16161,United Kingdom
Year 2010-2011,561007,64946,29,2011-07-22 15:21:00,15640,United Kingdom
Year 2010-2011,561008,18570,12,2011-07-22 15:43:00,18150,United Kingdom
Year 2010-2011,561009,48960,15,2011-07-22 16:03:00,15856,United Kingdom
Year 2010-2011,561010,14948,13,2011-07-22 16:04:00,18262,United Kingdom
Year 2010-2011,561020,31088,39,2011-07-22 17:21:00,13563,United Kingdom
Year 2010-2011,561021,32071,5,2011-07-24 10:03:00,15465,United Kingdom
Year 2010-2011,561022,28266,20,2011-07-24 10:24:00,14800,United Kingdom
Year 2010-2011,561023,35424,3,2011-07-24 10:30:00,13576,United Kingdom
Year 2010-2011,561024,69337,26,2011-07-24 10:35:00,12916,United Kingdom
Year 2010-2011,561025,19628,71,2011-07-24 10:37:00,16241,United Kingdom
Year 2010-2011,561026,17881,50,2011-07-24 10:49:00,17265,United Kingdom
Year 2010-2011,561027,146836,12,2011-07-24 10:54:00,13802,United Kingdom
Year 2010-2011,561028,31985,24,2011-07-24 11:06:00,17769,United Kingdom
Year 2010-2011,561029,41293,24,2011-07-24 11:25:00,12490,France
Year 2010-2011,561030,26587,23,2011-07-24 11:25:00,16407,United Kingdom
Year 2010-2011,561031,30780,5,2011-07-24 11:32:00,13461,United Kingdom
Year 2010-2011,561032,39070,6,2011-07-24 11:37:00,13029,United Kingdom
Year 2010-2011,561033,38312,26,2011-07-24 11:40:00,14443,United Kingdom
Year 2010-2011,561034,20935,53,2011-07-24 11:45:00,15506,United Kingdom
Year 2010-2011,561035,24480,1,2011-07-24 11:52:00,17312,United Kingdom
Year 2010-2011,561036,30139,74,2011-07-24 11:54:00,13137,United Kingdom
Year 2010-2011,561037,61210,43,2011-07-24 11:55:00,12472,Germany
Year 2010-2011,561038,11200,13,2011-07-24 11:58:00,17114,United Kingdom
Year 2010-2011,561039,45242,8,2011-07-24 12:02:00,16525,United Kingdom
Year 2010-2011,561040,50546,20,2011-07-24 12:05:00,12431,Australia
Year 2010-2011,561042,36122,22,2011-07-24 12:18:00,16305,United Kingdom
Year 2010-2011,561043,63213,44,2011-07-24 12:20:00,15708,United Kingdom
Year 2010-2011,561044,35740,6,2011-07-24 12:26:00,13831,United Kingdom
Year 2010-2011,561045,12471,8,2011-07-24 12:29:00,17522,United Kingdom
Year 2010-2011,561046,45200,6,2011-07-24 12:33:00,16218,United Kingdom
Year 2010-2011,561047,19448,9,2011-07-24 12:46:00,16948,United Kingdom
Year 2010-2011,561048,76176,5,2011-07-24 12:51:00,12939,United Kingdom
Year 2010-2011,561049,14712,3,2011-07-24 13:03:00,12864,United Kingdom
Year 2010-2011,561050,40305,30,2011-07-24 13:06:00,16558,United Kingdom
Year 2010-2011,561051,713812,28,2011-07-24 13:11:00,16684,United Kingdom
Year 2010-2011,561052,71184,5,2011-07-24 13:12:00,16684,United Kingdom
Year 2010-2011,561053,32400,2,2011-07-24 13:13:00,16684,United Kingdom
Year 2010-2011,561054,42622,13,2011-07-24 13:13:00,18229,United Kingdom
Year 2010-2011,561055,20160,1,2011-07-24 13:14:00,16684,United Kingdom
Year 2010-2011,561056,13376,8,2011-07-24 13:17:00,13477,United Kingdom
Year 2010-2011,561057,1122,2,2011-07-24 13:18:00,17935,United Kingdom
Year 2010-2011,561058,37310,11,2011-07-24 13:26:00,17724,United Kingdom
Year 2010-2011,561060,22914,17,2011-07-24 13:30:00,17703,United Kingdom
Year 2010-2011,561062,1950,1,2011-07-24 13:56:00,16668,United Kingdom
Year 2010-2011,561063,17400,2,2011-07-24 14:12:00,12763,Japan
Year 2010-2011,561064,13660,6,2011-07-24 14:16:00,18109,United Kingdom
Year 2010-2011,561065,10105,6,2011-07-24 14:18:00,14180,United Kingdom
Year 2010-2011,561066,20625,40,2011-07-24 14:21:00,16710,United Kingdom
Year 2010-2011,561067,9996,3,2011-07-24 14:26:00,14397,United Kingdom
Year 2010-2011,561068,50114,30,2011-07-24 14:33:00,13116,United Kingdom
Year 2010-2011,561070,13665,7,2011-07-24 15:23:00,16782,United Kingdom
Year 2010-2011,561071,44026,17,2011-07-24 15:39:00,14057,United Kingdom
Year 2010-2011,561072,38429,25,2011-07-24 15:39:00,14019,United Kingdom
Year 2010-2011,561073,110431,24,2011-07-24 15:46:00,13408,United Kingdom
Year 2010-2011,561074,30375,15,2011-07-24 15:46:00,13037,United Kingdom
Year 2010-2011,561075,18500,11,2011-07-24 15:51:00,16458,United Kingdom
Year 2010-2011,561076,40208,13,2011-07-24 15:52:00,17696,United Kingdom
Year 2010-2011,561077,86849,52,2011-07-24 15:53:00,17649,United Kingdom
Year 2010-2011,561078,19790,8,2011-07-24 16:05:00,16178,United Kingdom
Year 2010-2011,561079,38660,55,2011-07-24 16:12:00,13956,United Kingdom
Year 2010-2011,561080,30254,48,2011-07-24 16:13:00,,United Kingdom
Year 2010-2011,561081,14896,25,2011-07-24 16:15:00,13230,United Kingdom
Year 2010-2011,561082,504,1,2011-07-24 16:18:00,13230,United Kingdom
Year 2010-2011,561084,26527,21,2011-07-25 08:50:00,14948,United Kingdom
Year 2010-2011,561085,92953,50,2011-07-25 09:26:00,14367,United Kingdom
Year 2010-2011,561086,0,1,2011-07-25 09:32:00,,United Kingdom
Year 2010-2011,561087,26142,14,2011-07-25 09:48:00,15144,United Kingdom
Year 2010-2011,561088,6240,3,2011-07-25 09:50:00,15144,United Kingdom
Year 2010-2011,561089,10645,6,2011-07-25 09:50:00,17579,United Kingdom
Year 2010-2011,561090,18098,19,2011-07-25 09:55:00,,United Kingdom
Year 2010-2011,561091,21744,22,2011-07-25 09:55:00,,United Kingdom
Year 2010-2011,561092,28850,19,2011-07-25 09:58:00,17054,United Kingdom
Year 2010-2011,561093,135839,47,2011-07-25 10:01:00,12540,Spain
Year 2010-2011,561094,51364,33,2011-07-25 10:04:00,12474,Germany
Year 2010-2011,561095,44973,15,2011-07-25 10:19:00,17040,United Kingdom
Year 2010-2011,561096,27380,13,2011-07-25 10:28:00,16099,United Kingdom
Year 2010-2011,561097,39720,13,2011-07-25 10:47:00,15981,United Kingdom
Year 2010-2011,561098,55849,26,2011-07-25 10:56:00,14194,United Kingdom
Year 2010-2011,561099,19490,26,2011-07-25 11:01:00,14100,United Kingdom
Year 2010-2011,561100,32253,29,2011-07-25 11:01:00,15289,United Kingdom
Year 2010-2011,561101,24192,1,2011-07-25 11:05:00,16013,United Kingdom
Year 2010-2011,561102,37624,17,2011-07-25 11:17:00,12412,Denmark
Year 2010-2011,561103,0,1,2011-07-25 11:23:00,,United Kingdom
Year 2010-2011,561105,41425,16,2011-07-25 11:36:00,15218,United Kingdom
Year 2010-2011,561106,52023,26,2011-07-25 11:37:00,14246,United Kingdom
Year 2010-2011,561107,0,1,2011-07-25 11:42:00,,United Kingdom
Year 2010-2011,561108,0,1,2011-07-25 11:43:00,,United Kingdom
Year 2010-2011,561109,29820,3,2011-07-25 11:43:00,15218,United Kingdom
Year 2010-2011,561110,0,1,2011-07-25 11:44:00,,United Kingdom
Year 2010-2011,561111,73400,5,2011-07-25 11:49:00,16422,United Kingdom
Year 2010-2011,561112,12444,29,2011-07-25 11:53:00,14606,United Kingdom
Year 2010-2011,561113,82286,114,2011-07-25 12:09:00,17841,United Kingdom
Year 2010-2011,561114,29490,20,2011-07-25 12:12:00,14775,United Kingdom
Year 2010-2011,561115,25240,8,2011-07-25 12:12:00,17675,United Kingdom
Year 2010-2011,561116,85600,12,2011-07-25 12:22:00,13520,Switzerland
Year 2010-2011,561118,12795,6,2011-07-25 12:25:00,15781,United Kingdom
Year 2010-2011,561119,23351,11,2011-07-25 12:34:00,17719,United Kingdom
Year 2010-2011,561120,18720,9,2011-07-25 12:50:00,15835,United Kingdom
Year 2010-2011,561125,53196,30,2011-07-25 12:58:00,17364,United Kingdom
Year 2010-2011,561128,33174,18,2011-07-25 12:59:00,16249,United Kingdom
Year 2010-2011,561132,12675,4,2011-07-25 13:00:00,14344,United Kingdom
Year 2010-2011,561147,31782,25,2011-07-25 13:06:00,16841,United Kingdom
Year 2010-2011,561170,15085,5,2011-07-25 13:16:00,16027,United Kingdom
Year 2010-2011,561189,10115,6,2011-07-25 13:28:00,16557,United Kingdom
Year 2010-2011,561190,11395,8,2011-07-25 13:37:00,17631,United Kingdom
Year 2010-2011,561191,29940,6,2011-07-25 13:42:00,15129,United Kingdom
Year 2010-2011,561192,44114,58,2011-07-25 13:45:00,16033,United Kingdom
Year 2010-2011,561193,8740,5,2011-07-25 13:46:00,13296,United Kingdom
Year 2010-2011,561194,61754,31,2011-07-25 13:54:00,13814,Germany
Year 2010-2011,561195,56403,102,2011-07-25 13:57:00,14796,United Kingdom
Year 2010-2011,561196,11014,4,2011-07-25 14:35:00,14342,United Kingdom
Year 2010-2011,561197,34755,29,2011-07-25 14:35:00,16364,United Kingdom
Year 2010-2011,561199,33750,5,2011-07-25 14:45:00,14970,United Kingdom
Year 2010-2011,561200,9528,5,2011-07-25 15:01:00,13695,United Kingdom
Year 2010-2011,561201,11125,14,2011-07-25 15:08:00,14692,United Kingdom
Year 2010-2011,561202,13500,9,2011-07-25 15:14:00,17705,United Kingdom
Year 2010-2011,561203,31176,16,2011-07-25 15:17:00,14232,United Kingdom
Year 2010-2011,561204,45113,24,2011-07-25 15:22:00,12836,United Kingdom
Year 2010-2011,561205,20047,16,2011-07-25 15:48:00,17693,United Kingdom
Year 2010-2011,561206,30271,23,2011-07-25 16:18:00,13110,United Kingdom
Year 2010-2011,561207,704,2,2011-07-25 16:20:00,13110,United Kingdom
Year 2010-2011,561208,200740,27,2011-07-25 16:39:00,15372,United Kingdom
Year 2010-2011,561209,251140,300,2011-07-25 16:57:00,,United Kingdom
Year 2010-2011,561214,141275,164,2011-07-25 17:00:00,,United Kingdom
Year 2010-2011,561216,12000,1,2011-07-25 17:04:00,14606,United Kingdom
Year 2010-2011,561217,168564,208,2011-07-25 17:09:00,,United Kingdom
Year 2010-2011,561218,119163,157,2011-07-25 17:11:00,,United Kingdom
Year 2010-2011,561219,30120,23,2011-07-26 08:51:00,18180,United Kingdom
Year 2010-2011,561220,42723,24,2011-07-26 09:20:00,17734,United Kingdom
Year 2010-2011,561221,21482,13,2011-07-26 09:23:00,15281,United Kingdom
Year 2010-2011,561222,49100,38,2011-07-26 09:27:00,13588,United Kingdom
Year 2010-2011,561223,15266,14,2011-07-26 09:51:00,15358,United Kingdom
Year 2010-2011,561224,89500,5,2011-07-26 09:55:00,13629,United Kingdom
Year 2010-2011,561226,22283,12,2011-07-26 10:13:00,15618,United Kingdom
Year 2010-2011,561228,11880,1,2011-07-26 10:16:00,12431,Australia
Year 2010-2011,561231,23755,21,2011-07-26 10:20:00,15855,United Kingdom
Year 2010-2011,561236,90846,43,2011-07-26 10:27:00,15159,United Kingdom
Year 2010-2011,561241,21000,10,2011-07-26 11:00:00,13930,United Kingdom
Year 2010-2011,561242,115280,27,2011-07-26 11:05:00,16258,United Kingdom
Year 2010-2011,561243,3668,10,2011-07-26 11:24:00,,United Kingdom
Year 2010-2011,561244,10082,6,2011-07-26 11:24:00,13865,United Kingdom
Year 2010-2011,561245,2062,3,2011-07-26 11:27:00,,United Kingdom
Year 2010-2011,561246,20896,15,2011-07-26 11:38:00,16951,United Kingdom
Year 2010-2011,561247,66839,43,2011-07-26 11:38:00,16592,United Kingdom
Year 2010-2011,561248,2496,2,2011-07-26 11:39:00,16592,United Kingdom
Year 2010-2011,561249,0,1,2011-07-26 11:51:00,,United Kingdom
Year 2010-2011,561250,0,1,2011-07-26 11:51:00,,United Kingdom
Year 2010-2011,561251,0,1,2011-07-26 11:51:00,,United Kingdom
Year 2010-2011,561252,0,1,2011-07-26 11:52:00,,United Kingdom
Year 2010-2011,561253,0,1,2011-07-26 11:52:00,,United Kingdom
Year 2010-2011,561254,0,1,2011-07-26 11:52:00,,United Kingdom
Year 2010-2011,561255,0,1,2011-07-26 11:52:00,,United Kingdom
Year 2010-2011,561256,0,1,2011-07-26 11:53:00,,United Kingdom
Year 2010-2011,561257,39677,7,2011-07-26 12:00:00,14911,EIRE
Year 2010-2011,561258,161111,38,2011-07-26 12:03:00,15513,United Kingdom
Year 2010-2011,561259,14710,6,2011-07-26 12:04:00,12584,Italy
Year 2010-2011,561271,0,1,2011-07-26 12:18:00,,United Kingdom
Year 2010-2011,561280,13080,7,2011-07-26 12:24:00,18211,United Kingdom
Year 2010-2011,561282,0,1,2011-07-26 12:24:00,,United Kingdom
Year 2010-2011,561284,8796,6,2011-07-26 12:24:00,16818,United Kingdom
Year 2010-2011,561288,13629,13,2011-07-26 12:26:00,13379,United Kingdom
Year 2010-2011,561295,164873,28,2011-07-26 12:28:00,15311,United Kingdom
Year 2010-2011,561314,16190,8,2011-07-26 12:36:00,16266,United Kingdom
Year 2010-2011,561320,19189,28,2011-07-26 12:57:00,16942,United Kingdom
Year 2010-2011,561321,17076,17,2011-07-26 12:59:00,13668,United Kingdom
Year 2010-2011,561322,30198,26,2011-07-26 13:03:00,15203,United Kingdom
Year 2010-2011,561323,0,1,2011-07-26 13:03:00,,United Kingdom
Year 2010-2011,561324,29564,21,2011-07-26 13:45:00,14414,United Kingdom
Year 2010-2011,561325,44987,42,2011-07-26 13:46:00,17596,United Kingdom
Year 2010-2011,561326,0,1,2011-07-26 13:50:00,,United Kingdom
Year 2010-2011,561327,0,1,2011-07-26 13:54:00,,United Kingdom
Year 2010-2011,561329,15421,16,2011-07-26 13:57:00,15044,United Kingdom
Year 2010-2011,561330,46275,28,2011-07-26 14:03:00,16019,United Kingdom
Year 2010-2011,561331,12761,26,2011-07-26 14:24:00,16809,United Kingdom
Year 2010-2011,561332,59374,22,2011-07-26 14:25:00,13492,Switzerland
Year 2010-2011,561333,1275,1,2011-07-26 14:27:00,,United Kingdom
Year 2010-2011,561334,11186,12,2011-07-26 14:27:00,15440,United Kingdom
Year 2010-2011,561352,41690,13,2011-07-26 14:41:00,18094,United Kingdom
Year 2010-2011,561353,20820,5,2011-07-26 14:42:00,18094,United Kingdom
Year 2010-2011,561354,0,1,2011-07-26 14:50:00,,United Kingdom
Year 2010-2011,561355,96840,15,2011-07-26 14:51:00,13090,United Kingdom
Year 2010-2011,561356,23135,11,2011-07-26 14:56:00,14273,United Kingdom
Year 2010-2011,561359,56684,32,2011-07-26 15:29:00,17160,United Kingdom
Year 2010-2011,561360,37500,9,2011-07-26 15:37:00,16133,United Kingdom
Year 2010-2011,561361,0,1,2011-07-26 15:40:00,,United Kingdom
Year 2010-2011,561362,0,1,2011-07-26 15:41:00,,United Kingdom
Year 2010-2011,561363,21844,42,2011-07-26 15:42:00,17238,United Kingdom
